team,gold_diff,gold_diff_14min,elder_dragon_kills,baron_kills,dragon_kills,herald_kills,team_KD_ratio,game_length,objectives_stolen_away,first_turret_kill,second_turret_kill,third_turret_kill,baron_powerplay,first_blood,result,file_name
100,7281,1769,0,1,4,0,2.8,33.12116666666667,0,703806,1671282,1957178,777.0,True,1,./games/ESPORTSTMNT02_3214927_cleaned.json
TSM,-7281,-1769,0,0,1,2,0.35714285714285715,33.12116666666667,0,1028401,,,0,False,0,./games/ESPORTSTMNT02_3214927_cleaned.json
C9,13360,2401,0,1,2,1,1.9,32.09055,0,1084579,1685314,1889619,618.0,True,1,./games/ESPORTSTMNT01_3417173_cleaned.json
NRG,-13360,-2401,0,0,3,1,0.5263157894736842,32.09055,0,,,,0,False,0,./games/ESPORTSTMNT01_3417173_cleaned.json
TL,9423,2022,0,1,2,2,2.4,24.28025,0,946782,1370509,1423482,0,True,1,./games/ESPORTSTMNT01_3412971_cleaned.json
EG,-9423,-2022,0,0,2,0,0.4166666666666667,24.28025,0,1189022,,,0,False,0,./games/ESPORTSTMNT01_3412971_cleaned.json
NRG,5240,187,0,1,2,0,1.6,30.70985,0,1067091,1778827,1797611,0,False,1,./games/ESPORTSTMNT01_3416179_cleaned.json
TL,-5240,-187,0,1,3,2,0.625,30.70985,1,1067989,1325182,1637521,-739.0,True,0,./games/ESPORTSTMNT01_3416179_cleaned.json
TL,11895,4727,0,0,2,2,4.25,18.959016666666667,0,777300,1032006,1110604,0,True,1,./games/ESPORTSTMNT01_3416186_cleaned.json
NRG,-11895,-4727,0,0,1,0,0.23529411764705882,18.959016666666667,0,,,,0,False,0,./games/ESPORTSTMNT01_3416186_cleaned.json
TL,10488,2538,0,1,3,2,4.25,24.89415,0,967415,1437969,1451825,0,True,1,./games/ESPORTSTMNT03_3179181_cleaned.json
IMT,-10488,-2538,0,0,0,0,0.23529411764705882,24.89415,0,977122,,,0,False,0,./games/ESPORTSTMNT03_3179181_cleaned.json
NRG,15887,1807,0,2,3,1,6.0,34.57006666666667,0,735471,1736013,2053931,1315.0,False,1,./games/ESPORTSTMNT01_3376629_cleaned.json
100,-15887,-1807,0,0,2,1,0.16666666666666666,34.57006666666667,0,972874,,,0,True,0,./games/ESPORTSTMNT01_3376629_cleaned.json
C9,284,-1679,0,0,2,1,1.0769230769230769,28.017783333333334,0,1031715,1639306,1649586,0,False,1,./games/ESPORTSTMNT01_3410017_cleaned.json
EG,-284,1679,0,1,2,1,0.9285714285714286,28.017783333333334,0,905048,1457111,,-1979.0,True,0,./games/ESPORTSTMNT01_3410017_cleaned.json
GG,8662,1652,0,2,2,2,2.8,33.947266666666664,0,1069624,1685422,1694560,2623.0,True,1,./games/ESPORTSTMNT04_2675712_cleaned.json
NRG,4301,-2976,0,2,4,0,2.1538461538461537,43.829033333333335,0,1068277,2052298,1759682,556.5,False,1,./games/ESPORTSTMNT03_3183997_cleaned.json
DIG,-4301,2976,0,1,3,2,0.4642857142857143,43.829033333333335,0,775718,2059533,1103935,-2627.0,True,0,./games/ESPORTSTMNT03_3183997_cleaned.json
GG,9090,904,0,1,2,2,2.8333333333333335,28.510583333333333,0,955406,1474396,1384088,3058.0,True,1,./games/ESPORTSTMNT03_3194258_cleaned.json
TL,-9090,-904,0,0,2,0,0.35294117647058826,28.510583333333333,0,1141699,,,0,False,0,./games/ESPORTSTMNT03_3194258_cleaned.json
TSM,7087,1426,0,1,4,1,3.0,33.70793333333334,0,892370,1897600,1805703,414.0,False,1,./games/ESPORTSTMNT01_3376068_cleaned.json
FLY,-7087,-1426,0,1,1,1,0.3333333333333333,33.70793333333334,0,1072474,,,0,True,0,./games/ESPORTSTMNT01_3376068_cleaned.json
100,6629,-721,0,1,2,1,1.8333333333333333,29.81125,0,993043,1725105,1616067,2994.0,False,1,./games/ESPORTSTMNT03_3175763_cleaned.json
FLY,-6629,721,0,0,2,1,0.5454545454545454,29.81125,0,945873,,,0,True,0,./games/ESPORTSTMNT03_3175763_cleaned.json
NRG,9981,-2372,0,1,2,0,2.5,27.443183333333334,0,1074246,1589985,1616909,4602.0,True,1,./games/ESPORTSTMNT03_3185647_cleaned.json
FLY,-9981,2372,0,0,1,2,0.4,27.443183333333334,0,1216708,,,0,False,0,./games/ESPORTSTMNT03_3185647_cleaned.json
GG,6402,896,0,1,2,1,1.2857142857142858,34.931416666666664,1,949973,1807395,1959261,3498.0,False,1,./games/ESPORTSTMNT03_3186086_cleaned.json
IMT,-6402,-896,0,1,2,1,0.7777777777777778,34.931416666666664,0,919935,1502511,,-376.0,True,0,./games/ESPORTSTMNT03_3186086_cleaned.json
DIG,5811,1701,1,1,5,2,2.142857142857143,42.5564,0,906122,1851595,1845254,-508.0,True,1,./games/ESPORTSTMNT03_3192430_cleaned.json
100,-5811,-1701,0,1,2,0,0.4,42.5564,0,1577472,2289910,,-395.0,False,0,./games/ESPORTSTMNT03_3192430_cleaned.json
NRG,14716,1412,0,3,4,2,2.9,41.93448333333333,0,893823,2292172,2336729,2134.6666666666665,True,1,./games/ESPORTSTMNT01_3416274_cleaned.json
C9,-14716,-1412,0,0,2,0,0.3448275862068966,41.93448333333333,0,898223,,,0,False,0,./games/ESPORTSTMNT01_3416274_cleaned.json
TSM,14504,3327,0,2,4,2,5.5,35.028016666666666,0,915858,1614225,1497278,1569.0,True,1,./games/ESPORTSTMNT03_3178172_cleaned.json
NRG,-14504,-3327,0,0,1,0,0.18181818181818182,35.028016666666666,0,991514,,,0,False,0,./games/ESPORTSTMNT03_3178172_cleaned.json
NRG,12625,545,0,2,4,2,3.2,32.639516666666665,0,932930,1779578,1481126,519.0,True,1,./games/ESPORTSTMNT01_3416273_cleaned.json
C9,-12625,-545,0,0,1,0,0.3125,32.639516666666665,0,984392,,,0,False,0,./games/ESPORTSTMNT01_3416273_cleaned.json
TL,18341,10767,0,0,2,2,16.0,21.15385,0,747798,1139897,1209773,0,True,1,./games/ESPORTSTMNT01_3376571_cleaned.json
IMT,-18341,-10767,0,0,0,0,0.0625,21.15385,0,,,,0,False,0,./games/ESPORTSTMNT01_3376571_cleaned.json
TL,7337,-722,0,2,4,1,4.0,32.53463333333333,0,952725,1773107,1903421,2207.0,True,1,./games/ESPORTSTMNT04_2684346_cleaned.json
100,-7337,722,0,0,1,1,0.25,32.53463333333333,0,1424540,,,0,False,0,./games/ESPORTSTMNT04_2684346_cleaned.json
GG,3332,-664,0,2,3,0,1.6666666666666667,33.99905,0,922435,1706154,1984226,1156.0,True,1,./games/ESPORTSTMNT04_2675730_cleaned.json
GG,6926,0,0,1,3,0,2.125,33.10606666666666,0,908176,1746262,1959368,1189.0,True,1,./games/ESPORTSTMNT02_3213927_cleaned.json
TL,-6926,0,0,0,2,2,0.47058823529411764,33.10606666666666,0,983114,,,0,False,0,./games/ESPORTSTMNT02_3213927_cleaned.json
IMT,10679,1809,0,1,4,1,10.0,27.509266666666665,0,851731,1566309,1601828,-175.0,True,1,./games/ESPORTSTMNT01_3374504_cleaned.json
DIG,-10679,-1809,0,0,0,1,0.1,27.509266666666665,0,1349942,,,0,False,0,./games/ESPORTSTMNT01_3374504_cleaned.json
IMT,8234,3364,0,1,4,1,4.75,26.60965,0,674744,1589546,1527036,0,True,1,./games/ESPORTSTMNT03_3184758_cleaned.json
100,-8234,-3364,0,0,0,1,0.21052631578947367,26.60965,1,758822,1521625,,0,False,0,./games/ESPORTSTMNT03_3184758_cleaned.json
NRG,9334,498,0,3,4,2,5.0,35.167183333333334,0,977264,1839890,2086308,-513.0,False,1,./games/ESPORTSTMNT01_3417104_cleaned.json
TL,-9334,-498,0,0,1,0,0.2,35.167183333333334,0,858771,1756840,1633879,0,True,0,./games/ESPORTSTMNT01_3417104_cleaned.json
GG,14888,3876,0,1,3,1,2.3,26.221033333333335,0,929330,1502384,1515592,5322.0,True,1,./games/ESPORTSTMNT02_3209828_cleaned.json
IMT,-14888,-3876,0,0,1,1,0.43478260869565216,26.221033333333335,0,1506518,,,0,False,0,./games/ESPORTSTMNT02_3209828_cleaned.json
NRG,8529,2178,0,1,3,2,2.0,23.337333333333333,0,914069,1327289,1359042,0,True,1,./games/ESPORTSTMNT01_3417103_cleaned.json
TL,-8529,-2178,0,0,0,0,0.5,23.337333333333333,0,1071225,,,0,False,0,./games/ESPORTSTMNT01_3417103_cleaned.json
C9,7398,989,0,2,4,1,0.95,41.99195,0,849147,1911595,2501983,102.0,True,1,./games/ESPORTSTMNT01_3413353_cleaned.json
NRG,-7398,-989,0,1,1,1,1.0526315789473684,41.99195,0,889359,1424145,2120628,2293.0,False,0,./games/ESPORTSTMNT01_3413353_cleaned.json
EG,15728,1480,0,2,2,2,3.0,30.980816666666666,0,1027474,1319770,1815311,3950.5,True,1,./games/ESPORTSTMNT03_3192370_cleaned.json
IMT,-15728,-1480,0,0,2,0,0.3333333333333333,30.980816666666666,0,1039518,,,0,False,0,./games/ESPORTSTMNT03_3192370_cleaned.json
FLY,6674,1710,0,2,4,1,1.4,36.73918333333334,0,1439912,2104969,2185234,1303.0,True,1,./games/ESPORTSTMNT02_3213593_cleaned.json
NRG,-6674,-1710,0,0,2,1,0.7142857142857143,36.73918333333334,0,935482,,,0,False,0,./games/ESPORTSTMNT02_3213593_cleaned.json
DIG,7492,139,0,1,3,1,1.4,25.642366666666668,0,815947,1495499,1507608,2084.0,False,1,./games/ESPORTSTMNT02_3211054_cleaned.json
FLY,-7492,-139,0,0,1,1,0.7142857142857143,25.642366666666668,0,922483,1327083,,0,True,0,./games/ESPORTSTMNT02_3211054_cleaned.json
C9,-12185,-5090,0,0,1,0,0.15384615384615385,25.9146,0,,,,0,False,0,./games/ESPORTSTMNT04_2677099_cleaned.json
TL,8871,-97,0,2,4,1,2.2,32.086083333333335,0,900895,1853565,1585259,1815.0,False,1,./games/ESPORTSTMNT01_3409592_cleaned.json
100,-8871,97,0,0,1,1,0.45454545454545453,32.086083333333335,0,910800,,,0,True,0,./games/ESPORTSTMNT01_3409592_cleaned.json
C9,2493,-301,0,0,1,0,1.5,40.0884,1,1076087,2282292,2380557,0,True,1,./games/ESPORTSTMNT01_3408908_cleaned.json
EG,-2493,301,0,2,4,2,0.6666666666666666,40.0884,0,742809,2165430,2227895,684.5,False,0,./games/ESPORTSTMNT01_3408908_cleaned.json
NRG,7210,-1126,0,2,4,0,1.3333333333333333,35.91665,0,949157,2066364,2076945,771.0,True,1,./games/ESPORTSTMNT03_3187394_cleaned.json
GG,-7210,1126,0,0,0,2,0.75,35.91665,0,750196,,,0,False,0,./games/ESPORTSTMNT03_3187394_cleaned.json
TSM,7579,217,0,1,4,1,2.2222222222222223,29.220116666666666,0,896490,1405937,1508593,-996.0,False,1,./games/ESPORTSTMNT03_3184662_cleaned.json
DIG,-7579,-217,0,0,1,1,0.45,29.220116666666666,1,1405737,1439507,,0,True,0,./games/ESPORTSTMNT03_3184662_cleaned.json
TL,16995,4088,0,1,2,2,3.6666666666666665,31.017433333333333,1,1033040,1745479,1834962,3449.0,True,1,./games/ESPORTSTMNT02_3209624_cleaned.json
NRG,-16995,-4088,0,0,2,0,0.2727272727272727,31.017433333333333,0,,,,0,False,0,./games/ESPORTSTMNT02_3209624_cleaned.json
GG,11252,1238,0,1,4,2,3.8,28.43815,0,964923,1639402,1555785,4306.0,False,1,./games/ESPORTSTMNT04_2673497_cleaned.json
NRG,2941,-1415,0,1,4,0,1.3333333333333333,37.68881666666667,0,902177,2065247,2050600,941.0,True,1,./games/ESPORTSTMNT01_3403577_cleaned.json
TL,-2941,1415,0,0,0,2,0.75,37.68881666666667,0,772728,1695386,2195394,0,False,0,./games/ESPORTSTMNT01_3403577_cleaned.json
GG,16072,3961,0,1,1,2,5.5,23.308733333333333,0,892908,1231617,1308516,0,True,1,./games/ESPORTSTMNT04_2673677_cleaned.json
TL,9530,2522,0,2,3,0,1.7777777777777777,33.40931666666667,1,793057,1660742,1807115,256.0,True,1,./games/ESPORTSTMNT03_3193869_cleaned.json
DIG,-9530,-2522,0,0,2,2,0.5625,33.40931666666667,0,992573,1703848,,0,False,0,./games/ESPORTSTMNT03_3193869_cleaned.json
TSM,8310,1474,0,1,4,1,3.1666666666666665,25.288233333333334,0,957793,1185624,1481953,0,True,1,./games/ESPORTSTMNT01_3401372_cleaned.json
EG,-8310,-1474,0,0,0,1,0.3157894736842105,25.288233333333334,0,975290,,,0,False,0,./games/ESPORTSTMNT01_3401372_cleaned.json
NRG,18165,4660,0,1,2,2,3.5714285714285716,28.00905,0,653993,1555254,1645461,0,True,1,./games/ESPORTSTMNT03_3178517_cleaned.json
EG,-18165,-4660,0,0,1,0,0.28,28.00905,0,,,,0,False,0,./games/ESPORTSTMNT03_3178517_cleaned.json
C9,12842,3374,0,2,3,1,1.5833333333333333,28.268716666666666,0,880101,1325167,1342775,676.0,True,1,./games/ESPORTSTMNT03_3178542_cleaned.json
IMT,-12842,-3374,0,0,1,1,0.5789473684210527,28.268716666666666,0,1066511,,,0,False,0,./games/ESPORTSTMNT03_3178542_cleaned.json
EG,14360,2965,0,1,3,2,3.25,29.57271666666667,0,808498,1424167,1730178,2924.0,False,1,./games/ESPORTSTMNT02_3215249_cleaned.json
TSM,-14360,-2965,0,0,1,0,0.3076923076923077,29.57271666666667,0,1198949,,,0,True,0,./games/ESPORTSTMNT02_3215249_cleaned.json
FLY,8535,1609,0,2,2,2,2.3,38.74281666666667,0,1066315,2122155,2212015,1389.0,True,1,./games/ESPORTSTMNT03_3194522_cleaned.json
IMT,-8535,-1609,0,0,4,0,0.43478260869565216,38.74281666666667,0,1008947,2009705,,0,False,0,./games/ESPORTSTMNT03_3194522_cleaned.json
TL,13301,15,0,1,3,0,6.333333333333333,27.220716666666668,1,906933,1491307,1613762,5579.0,True,1,./games/ESPORTSTMNT01_3414014_cleaned.json
EG,-13301,-15,0,0,0,2,0.15789473684210525,27.220716666666668,0,1043535,,,0,False,0,./games/ESPORTSTMNT01_3414014_cleaned.json
C9,9179,3237,0,0,1,1,2.2,20.691083333333335,0,706793,1181456,1211425,0,True,1,./games/ESPORTSTMNT03_3192653_cleaned.json
TSM,-9179,-3237,0,0,2,1,0.45454545454545453,20.691083333333335,0,682398,,,0,False,0,./games/ESPORTSTMNT03_3192653_cleaned.json
GG,10041,1624,0,1,2,1,2.2222222222222223,25.85855,0,948069,1380503,1409024,1716.0,True,1,./games/ESPORTSTMNT01_3413229_cleaned.json
DIG,-10041,-1624,0,0,1,1,0.45,25.85855,0,849539,,,0,False,0,./games/ESPORTSTMNT01_3413229_cleaned.json
C9,12164,1770,0,2,3,2,2.0,37.54796666666667,0,899127,1739039,2227175,2801.5,True,1,./games/ESPORTSTMNT01_3414318_cleaned.json
NRG,-12164,-1770,0,0,2,0,0.5,37.54796666666667,0,1095231,,,0,False,0,./games/ESPORTSTMNT01_3414318_cleaned.json
EG,16957,1791,0,2,3,2,3.0,29.734716666666667,0,955753,1377955,1765799,3202.0,False,1,./games/ESPORTSTMNT01_3402369_cleaned.json
TSM,-16957,-1791,0,0,1,0,0.3333333333333333,29.734716666666667,0,,,,0,True,0,./games/ESPORTSTMNT01_3402369_cleaned.json
C9,-13414,-2651,0,0,0,0,0.3125,27.122483333333335,0,1171608,,,0,False,0,./games/ESPORTSTMNT04_2676104_cleaned.json
EG,16661,1295,0,1,2,2,4.0,23.866516666666666,0,902008,1324775,1393096,0,False,1,./games/ESPORTSTMNT03_3178195_cleaned.json
100,-16661,-1295,0,0,2,0,0.25,23.866516666666666,0,,,,0,True,0,./games/ESPORTSTMNT03_3178195_cleaned.json
GG,11377,4505,0,0,1,1,7.0,19.194133333333333,0,686581,1036520,1119586,0,True,1,./games/ESPORTSTMNT03_3183664_cleaned.json
EG,-11377,-4505,0,0,1,1,0.14285714285714285,19.194133333333333,0,1014160,,,0,False,0,./games/ESPORTSTMNT03_3183664_cleaned.json
C9,8611,974,0,1,3,0,7.0,22.983,0,936258,1339428,1348486,0,True,1,./games/ESPORTSTMNT04_2677008_cleaned.json
GG,-8611,-974,0,0,0,2,0.14285714285714285,22.983,0,925327,,,0,False,0,./games/ESPORTSTMNT04_2677008_cleaned.json
C9,14971,2134,0,2,4,2,2.5454545454545454,30.137266666666665,0,960056,1315702,1412574,936.0,True,1,./games/ESPORTSTMNT01_3409908_cleaned.json
EG,-14971,-2134,0,0,0,0,0.39285714285714285,30.137266666666665,0,1336719,,,0,False,0,./games/ESPORTSTMNT01_3409908_cleaned.json
TSM,87,-3886,0,0,4,0,1.6428571428571428,38.45305,0,1362092,2032183,2290015,0,False,1,./games/ESPORTSTMNT03_3188009_cleaned.json
TL,-87,3886,0,2,2,2,0.6086956521739131,38.45305,1,732146,1499761,1387435,-20.5,True,0,./games/ESPORTSTMNT03_3188009_cleaned.json
C9,7612,2056,0,1,3,1,1.5555555555555556,29.410983333333334,0,961030,1701011,1738868,0,True,1,./games/ESPORTSTMNT01_3376646_cleaned.json
TSM,-7612,-2056,0,1,1,1,0.6428571428571429,29.410983333333334,0,947927,971980,,602.0,False,0,./games/ESPORTSTMNT01_3376646_cleaned.json
TL,9234,69,0,2,3,1,1.0526315789473684,30.019516666666668,0,953975,1310240,1329442,1609.0,False,1,./games/ESPORTSTMNT03_3187350_cleaned.json
FLY,-9234,-69,0,0,0,1,0.95,30.019516666666668,0,1132593,,,0,True,0,./games/ESPORTSTMNT03_3187350_cleaned.json
GG,9742,2816,0,2,4,1,1.9090909090909092,35.0694,0,865568,1768651,1778630,639.5,True,1,./games/ESPORTSTMNT04_2676033_cleaned.json
C9,-9742,-2816,0,0,1,1,0.5238095238095238,35.0694,1,1009691,1026184,,0,False,0,./games/ESPORTSTMNT04_2676033_cleaned.json
C9,10723,-120,0,1,2,1,4.333333333333333,25.575283333333335,0,915963,1482184,1501230,4966.0,False,1,./games/ESPORTSTMNT03_3192931_cleaned.json
FLY,-10723,120,0,0,2,1,0.23076923076923078,25.575283333333335,0,651315,670703,,0,True,0,./games/ESPORTSTMNT03_3192931_cleaned.json
DIG,4836,-865,0,2,1,1,1.0769230769230769,35.60685,0,1223093,2129346,2102595,254.0,True,1,./games/ESPORTSTMNT01_3409320_cleaned.json
TSM,-4836,865,0,0,3,1,0.9285714285714286,35.60685,0,1068524,2067193,,0,False,0,./games/ESPORTSTMNT01_3409320_cleaned.json
EG,16424,4626,0,1,2,2,5.0,27.7276,0,810989,1324333,1631119,3158.0,True,1,./games/ESPORTSTMNT02_3209665_cleaned.json
100,-16424,-4626,0,0,1,0,0.2,27.7276,0,894157,,,0,False,0,./games/ESPORTSTMNT02_3209665_cleaned.json
DIG,-3585,9,0,2,3,0,0.8461538461538461,40.46945,0,1003485,1949022,2015004,-427.0,True,1,./games/ESPORTSTMNT02_3208818_cleaned.json
TL,3585,-9,0,1,2,2,1.1818181818181819,40.46945,0,890234,,,-2233.0,False,0,./games/ESPORTSTMNT02_3208818_cleaned.json
C9,12517,379,0,1,1,2,1.8181818181818181,27.13915,0,953346,1433798,1572571,5064.0,False,1,./games/ESPORTSTMNT03_3186073_cleaned.json
100,-12517,-379,0,0,2,0,0.55,27.13915,0,914756,,,0,True,0,./games/ESPORTSTMNT03_3186073_cleaned.json
C9,-9713,-757,0,0,2,2,0.8333333333333334,31.105966666666667,1,1060874,,,0,False,0,./games/ESPORTSTMNT04_2675883_cleaned.json
C9,10236,4448,0,1,4,2,1.5454545454545454,30.03005,0,772428,1476046,1615157,1961.0,True,1,./games/ESPORTSTMNT03_3179121_cleaned.json
DIG,-10236,-4448,0,0,0,0,0.6470588235294118,30.03005,1,899871,,,0,False,0,./games/ESPORTSTMNT03_3179121_cleaned.json
GG,9386,569,0,1,4,0,1.6153846153846154,32.42715,1,1036037,1924967,1827923,1697.0,True,1,./games/ESPORTSTMNT04_2675729_cleaned.json
C9,17019,2480,0,1,4,1,2.7777777777777777,27.391783333333333,0,886661,1484075,1510014,4077.0,True,1,./games/ESPORTSTMNT01_3375039_cleaned.json
DIG,-17019,-2480,0,0,0,1,0.36,27.391783333333333,0,888563,,,0,False,0,./games/ESPORTSTMNT01_3375039_cleaned.json
TSM,5357,1810,0,1,0,2,1.1111111111111112,27.013933333333334,0,823682,1580103,1591448,0,True,1,./games/ESPORTSTMNT03_3178575_cleaned.json
GG,-5357,-1810,0,0,2,0,0.9,27.013933333333334,0,963276,,,0,False,0,./games/ESPORTSTMNT03_3178575_cleaned.json
NRG,843,-386,0,2,4,1,1.0,38.310316666666665,0,1056502,2044127,2065892,1166.5,False,1,./games/ESPORTSTMNT03_3193364_cleaned.json
C9,-843,386,1,0,2,1,1.0,38.310316666666665,0,1192497,,,0,True,0,./games/ESPORTSTMNT03_3193364_cleaned.json
NRG,8042,1449,0,2,4,1,1.5555555555555556,37.5827,0,1079957,1728560,2228608,3149.0,True,1,./games/ESPORTSTMNT01_3410273_cleaned.json
GG,-8042,-1449,0,0,1,1,0.6428571428571429,37.5827,0,1102127,1848672,,0,False,0,./games/ESPORTSTMNT01_3410273_cleaned.json
TL,7104,-2307,0,1,2,1,2.5,23.551766666666666,0,1053486,1331083,1344273,0,True,1,./games/ESPORTSTMNT01_3415406_cleaned.json
GG,-7104,2307,0,0,1,1,0.4,23.551766666666666,0,730073,,,0,False,0,./games/ESPORTSTMNT01_3415406_cleaned.json
IMT,10238,668,0,2,3,1,2.7,35.44146666666666,1,1162447,1903153,2081992,801.0,True,1,./games/ESPORTSTMNT03_3187432_cleaned.json
DIG,-10238,-668,0,0,2,1,0.37037037037037035,35.44146666666666,0,1060622,,,0,False,0,./games/ESPORTSTMNT03_3187432_cleaned.json
100,18697,3627,0,1,3,2,10.0,23.990116666666665,0,940861,1242452,1399207,0,True,1,./games/ESPORTSTMNT03_3187377_cleaned.json
TSM,-18697,-3627,0,0,0,0,0.1,23.990116666666665,0,1309094,,,0,False,0,./games/ESPORTSTMNT03_3187377_cleaned.json
100,14853,1456,0,2,3,2,2.2857142857142856,33.1325,0,953126,1540740,1981049,1769.0,True,1,./games/ESPORTSTMNT02_3214306_cleaned.json
DIG,-14853,-1456,0,0,2,0,0.4375,33.1325,0,1316408,,,0,False,0,./games/ESPORTSTMNT02_3214306_cleaned.json
C9,-15465,-2287,0,0,1,1,0.4090909090909091,26.509066666666666,0,1032020,,,0,False,0,./games/ESPORTSTMNT04_2679070_cleaned.json
TL,11075,749,0,2,4,1,4.0,32.30328333333333,0,900249,1803944,1691656,939.0,True,1,./games/ESPORTSTMNT01_3409589_cleaned.json
100,-11075,-749,0,0,0,1,0.25,32.30328333333333,0,1182873,,,0,False,0,./games/ESPORTSTMNT01_3409589_cleaned.json
EG,12300,-1425,0,2,3,1,2.230769230769231,34.53215,0,954646,1715618,1915856,999.5,True,1,./games/ESPORTSTMNT03_3194574_cleaned.json
TL,-12300,1425,0,0,2,1,0.4482758620689655,34.53215,0,898376,1339760,,0,False,0,./games/ESPORTSTMNT03_3194574_cleaned.json
GG,11265,344,0,1,3,1,1.9,33.14685,0,769387,1759104,1956936,2859.0,False,1,./games/ESPORTSTMNT02_3208561_cleaned.json
DIG,-11265,-344,0,0,1,1,0.5263157894736842,33.14685,0,747229,,,0,True,0,./games/ESPORTSTMNT02_3208561_cleaned.json
DIG,8206,-1499,0,2,3,1,1.8,35.698033333333335,0,889260,2030422,2121941,2345.5,False,1,./games/ESPORTSTMNT01_3378516_cleaned.json
EG,-8206,1499,0,0,2,1,0.5555555555555556,35.698033333333335,0,896606,1088763,,0,True,0,./games/ESPORTSTMNT01_3378516_cleaned.json
GG,5261,2964,0,1,2,2,1.1904761904761905,32.679383333333334,1,959971,1692352,1922557,1219.0,True,1,./games/ESPORTSTMNT01_3412203_cleaned.json
