team,gold_diff,gold_diff_14min,elder_dragon_kills,baron_kills,dragon_kills,herald_kills,team_KD_ratio,game_length,objectives_stolen_away,first_turret_kill,second_turret_kill,third_turret_kill,baron_powerplay,first_blood,result,file_name
LOS,-6677,747,0,1,2,0,0.46153846153846156,29.112016666666666,0,931568,,,0,True,0,./games/ESPORTSTMNT01_3380053_cleaned.json
LOS,11049,489,0,1,2,1,5.666666666666667,26.16646666666667,0,1032661,1529492,1538365,0,False,1,./games/ESPORTSTMNT03_3182296_cleaned.json
KBM,-11049,-489,0,0,1,1,0.17647058823529413,26.16646666666667,0,1003223,,,0,True,0,./games/ESPORTSTMNT03_3182296_cleaned.json
VKS,5155,-434,1,1,5,2,1.5,34.310183333333335,0,884820,1632278,1825642,3854.0,True,1,./games/ESPORTSTMNT01_3368401_cleaned.json
FX,-5155,434,0,0,0,0,0.6666666666666666,34.310183333333335,1,895230,,,0,False,0,./games/ESPORTSTMNT01_3368401_cleaned.json
RED,4181,-793,0,1,4,1,2.857142857142857,36.12146666666667,0,1067622,1605752,1546705,2361.0,True,1,./games/ESPORTSTMNT02_3232282_cleaned.json
PNG,-4181,793,1,1,2,1,0.35,36.12146666666667,0,922068,,,984.0,False,0,./games/ESPORTSTMNT02_3232282_cleaned.json
PNG,10847,1875,0,2,2,0,2.0,32.086616666666664,1,1038232,1856202,1866478,-312.5,True,1,./games/ESPORTSTMNT01_3368322_cleaned.json
LLL,-10847,-1875,0,0,3,2,0.5,32.086616666666664,0,1032804,,,0,False,0,./games/ESPORTSTMNT01_3368322_cleaned.json
RED,5358,-1391,0,2,3,1,1.0666666666666667,35.1464,0,849118,2055530,2066343,-3529.0,True,1,./games/ESPORTSTMNT03_3191111_cleaned.json
LLL,-5358,1391,0,0,2,1,0.9375,35.1464,0,854822,1673611,1713157,0,False,0,./games/ESPORTSTMNT03_3191111_cleaned.json
LOS,7621,-726,0,2,2,1,1.3,34.1737,0,1008151,1648160,2012126,1515.0,False,1,./games/ESPORTSTMNT01_3403830_cleaned.json
FX,-7621,726,0,0,3,1,0.7692307692307693,34.1737,0,925139,1657340,,0,True,0,./games/ESPORTSTMNT01_3403830_cleaned.json
ITZ,10134,1303,0,1,3,2,3.25,22.54775,0,899730,1296211,1308151,0,True,1,./games/ESPORTSTMNT01_3404170_cleaned.json
LOS,-10134,-1303,0,0,0,0,0.3076923076923077,22.54775,1,,,,0,False,0,./games/ESPORTSTMNT01_3404170_cleaned.json
RED,11537,1020,0,2,3,1,4.333333333333333,34.5518,0,531299,1902748,1807807,1778.5,False,1,./games/ESPORTSTMNT01_3367768_cleaned.json
ITZ,-11537,-1020,0,0,3,1,0.23076923076923078,34.5518,0,694528,,,0,True,0,./games/ESPORTSTMNT01_3367768_cleaned.json
ITZ,1009,-704,0,1,3,0,1.0,39.246433333333336,0,1583093,2336356,1921305,2697.0,True,1,./games/ESPORTSTMNT01_3367400_cleaned.json
LBR,-1009,704,0,1,3,2,1.0,39.246433333333336,1,863350,2222582,,0,False,0,./games/ESPORTSTMNT01_3367400_cleaned.json
PNG,8079,298,0,1,3,1,2.5,25.8756,0,804983,1492630,1511236,4120.0,False,1,./games/ESPORTSTMNT01_3379552_cleaned.json
VKS,-8079,-298,0,0,1,1,0.4,25.8756,0,918205,,,0,True,0,./games/ESPORTSTMNT01_3379552_cleaned.json
RED,11319,901,0,2,4,2,5.75,33.52556666666667,0,781241,1607283,1962057,924.0,True,1,./games/ESPORTSTMNT02_3226957_cleaned.json
LLL,-11319,-901,0,0,0,0,0.17391304347826086,33.52556666666667,0,1066637,1551178,,0,False,0,./games/ESPORTSTMNT02_3226957_cleaned.json
LLL,9160,-194,0,1,3,1,1.3636363636363635,28.070116666666667,0,867686,1612153,1597755,4438.0,True,1,./games/ESPORTSTMNT01_3405200_cleaned.json
FUR,-9160,194,0,0,1,1,0.7333333333333333,28.070116666666667,0,946765,,,0,False,0,./games/ESPORTSTMNT01_3405200_cleaned.json
VKS,13405,639,0,2,4,1,2.5,34.27161666666667,0,1073421,1920321,1886187,3196.0,False,1,./games/ESPORTSTMNT02_3217185_cleaned.json
LBR,-13405,-639,0,0,1,1,0.4,34.27161666666667,0,925986,,,0,True,0,./games/ESPORTSTMNT02_3217185_cleaned.json
VKS,12358,2236,0,2,2,1,2.4285714285714284,32.065533333333335,0,937814,1551201,1900259,3699.0,True,1,./games/ESPORTSTMNT02_3217365_cleaned.json
FUR,-12358,-2236,0,0,2,1,0.4117647058823529,32.065533333333335,0,1140728,,,0,False,0,./games/ESPORTSTMNT02_3217365_cleaned.json
LBR,12300,1603,0,1,4,2,2.4285714285714284,27.893616666666667,0,933749,1593903,1651884,0,True,1,./games/ESPORTSTMNT01_3380024_cleaned.json
KBM,-12300,-1603,0,0,0,0,0.4117647058823529,27.893616666666667,0,,,,0,False,0,./games/ESPORTSTMNT01_3380024_cleaned.json
FX,6203,-271,0,2,3,1,2.076923076923077,42.039116666666665,0,951949,2516068,2321338,-479.5,True,1,./games/ESPORTSTMNT03_3196002_cleaned.json
RED,-6203,271,0,0,3,1,0.48148148148148145,42.039116666666665,0,850844,1800087,,0,False,0,./games/ESPORTSTMNT03_3196002_cleaned.json
LLL,15633,1409,0,1,4,1,5.2,26.52885,0,957398,1534791,1345238,3181.0,True,1,./games/ESPORTSTMNT01_3409844_cleaned.json
ITZ,-15633,-1409,0,0,0,1,0.19230769230769232,26.52885,1,,,,0,False,0,./games/ESPORTSTMNT01_3409844_cleaned.json
ITZ,8409,658,0,1,3,2,1.625,33.13135,0,854889,1888333,1966058,-2025.0,False,1,./games/ESPORTSTMNT03_3195090_cleaned.json
KBM,-8409,-658,0,0,2,0,0.6153846153846154,33.13135,0,904676,,,0,True,0,./games/ESPORTSTMNT03_3195090_cleaned.json
LLL,15015,1163,0,2,1,1,1.8333333333333333,29.400066666666667,0,822723,1501573,1707388,4861.0,True,1,./games/ESPORTSTMNT02_3226973_cleaned.json
RED,-15015,-1163,0,0,3,1,0.5454545454545454,29.400066666666667,0,893680,,,0,False,0,./games/ESPORTSTMNT02_3226973_cleaned.json
LLL,13473,1165,0,1,4,2,2.6,25.447633333333332,0,914821,1248828,1481986,0,False,1,./games/ESPORTSTMNT03_3195065_cleaned.json
LBR,-13473,-1165,0,0,0,0,0.38461538461538464,25.447633333333332,0,,,,0,True,0,./games/ESPORTSTMNT03_3195065_cleaned.json
VKS,7382,-166,0,1,4,1,2.2,38.17358333333333,0,1014103,1702444,2168739,1957.0,True,1,./games/ESPORTSTMNT02_3225670_cleaned.json
FX,-7382,166,0,1,2,1,0.45454545454545453,38.17358333333333,0,1073487,,,-913.0,False,0,./games/ESPORTSTMNT02_3225670_cleaned.json
LLL,-7498,885,0,1,3,1,0.6538461538461539,32.7833,0,813717,1410585,1423933,313.0,True,0,./games/ESPORTSTMNT04_2675423_cleaned.json
PNG,12855,2509,0,2,3,1,10.0,27.533833333333334,0,976824,1317872,1622623,2676.0,True,1,./games/ESPORTSTMNT02_3232276_cleaned.json
RED,-12855,-2509,0,0,1,1,0.1,27.533833333333334,0,1026943,,,0,False,0,./games/ESPORTSTMNT02_3232276_cleaned.json
FX,10675,124,0,2,3,2,2.5,41.61875,0,1011186,2106839,2294334,1577.0,True,1,./games/ESPORTSTMNT02_3210268_cleaned.json
LBR,-10675,-124,0,0,3,0,0.4,41.61875,1,862327,,,0,False,0,./games/ESPORTSTMNT02_3210268_cleaned.json
RED,7521,-2823,1,3,2,0,1.2222222222222223,43.77603333333333,0,970128,1934764,2319735,433.0,False,1,./games/ESPORTSTMNT03_3182352_cleaned.json
FUR,-7521,2823,0,0,4,2,0.8181818181818182,43.77603333333333,0,718600,1807847,2115244,0,True,0,./games/ESPORTSTMNT03_3182352_cleaned.json
FUR,13947,1998,0,2,3,2,3.6666666666666665,33.297333333333334,0,1014797,1637431,1978795,-36.0,True,1,./games/ESPORTSTMNT01_3380083_cleaned.json
FX,-13947,-1998,0,0,2,0,0.2727272727272727,33.297333333333334,0,1011265,1532605,,0,False,0,./games/ESPORTSTMNT01_3380083_cleaned.json
ITZ,9108,321,0,2,2,2,1.4666666666666666,30.364,0,919500,1703884,1764898,1722.0,True,1,./games/ESPORTSTMNT02_3233162_cleaned.json
RED,-9108,-321,0,0,3,0,0.6818181818181818,30.364,0,928972,1286096,,0,False,0,./games/ESPORTSTMNT02_3233162_cleaned.json
PNG,4812,235,0,1,4,1,1.5,36.2709,1,807867,2026107,2153535,2445.0,True,1,./games/ESPORTSTMNT02_3226849_cleaned.json
ITZ,-4812,-235,0,1,1,1,0.6666666666666666,36.2709,0,574406,2054806,2088327,-4588.0,False,0,./games/ESPORTSTMNT02_3226849_cleaned.json
FX,13425,2544,0,2,3,1,4.25,30.962666666666667,0,900064,1535927,1804498,2206.0,True,1,./games/ESPORTSTMNT03_3187709_cleaned.json
LLL,-13425,-2544,0,0,1,1,0.23529411764705882,30.962666666666667,0,960803,,,0,False,0,./games/ESPORTSTMNT03_3187709_cleaned.json
FUR,7465,1910,0,2,3,2,2.0,36.49895,0,944939,1670047,2153759,143.5,True,1,./games/ESPORTSTMNT01_3403885_cleaned.json
KBM,-7465,-1910,0,0,3,0,0.5,36.49895,0,926192,,,0,False,0,./games/ESPORTSTMNT01_3403885_cleaned.json
ITZ,7006,-197,0,2,4,1,2.5714285714285716,33.82485,0,1098409,1974651,1982662,-5341.0,False,1,./games/ESPORTSTMNT02_3230572_cleaned.json
VKS,-7006,197,0,0,1,1,0.3888888888888889,33.82485,0,1275093,1545279,1569608,0,True,0,./games/ESPORTSTMNT02_3230572_cleaned.json
LLL,4587,-947,0,2,3,1,1.2222222222222223,41.04275,0,952015,2393909,2428713,1228.0,False,1,./games/ESPORTSTMNT02_3228699_cleaned.json
PNG,-4587,947,0,1,3,1,0.8181818181818182,41.04275,2,1129713,,,376.0,True,0,./games/ESPORTSTMNT02_3228699_cleaned.json
LLL,7234,1880,0,1,3,1,2.2,32.51083333333333,0,981313,1614116,1910392,0,True,1,./games/ESPORTSTMNT02_3228711_cleaned.json
PNG,-7234,-1880,0,1,1,1,0.45454545454545453,32.51083333333333,2,1058476,1606582,1619820,327.0,False,0,./games/ESPORTSTMNT02_3228711_cleaned.json
FUR,6491,-885,0,3,4,1,1.0833333333333333,48.760733333333334,0,902624,2530534,2907669,704.5,False,1,./games/ESPORTSTMNT03_3178793_cleaned.json
LBR,-6491,885,0,1,3,1,0.9230769230769231,48.760733333333334,0,902657,2362243,2372716,625.0,True,0,./games/ESPORTSTMNT03_3178793_cleaned.json
VKS,7271,1504,0,1,4,2,1.8461538461538463,27.032316666666667,0,1041215,1582722,1591591,-2783.0,True,1,./games/ESPORTSTMNT02_3229572_cleaned.json
ITZ,-7271,-1504,0,0,0,0,0.5416666666666666,27.032316666666667,0,1137987,,,0,False,0,./games/ESPORTSTMNT02_3229572_cleaned.json
PNG,18151,6349,0,1,3,2,4.75,27.6669,0,758743,1350168,1650997,1935.0,True,1,./games/ESPORTSTMNT03_3196226_cleaned.json
RED,-18151,-6349,0,0,1,0,0.21052631578947367,27.6669,0,864074,,,0,False,0,./games/ESPORTSTMNT03_3196226_cleaned.json
PNG,7717,1686,0,1,3,1,2.0,31.107616666666665,0,712219,1692350,1706024,-1419.0,True,1,./games/ESPORTSTMNT02_3231287_cleaned.json
RED,-7717,-1686,0,0,1,1,0.5,31.107616666666665,0,988966,1700317,,0,False,0,./games/ESPORTSTMNT02_3231287_cleaned.json
RED,11081,-3627,0,3,4,2,1.7142857142857142,41.43816666666667,0,1135237,1789917,2458290,1649.0,False,1,./games/ESPORTSTMNT02_3218112_cleaned.json
KBM,-11081,3627,0,0,3,0,0.5833333333333334,41.43816666666667,1,746300,,,0,True,0,./games/ESPORTSTMNT02_3218112_cleaned.json
FUR,12216,-1333,0,1,4,1,5.25,33.54358333333333,0,1204396,1968020,1979085,3117.0,False,1,./games/ESPORTSTMNT02_3211401_cleaned.json
KBM,-12216,1333,0,0,1,1,0.19047619047619047,33.54358333333333,0,1158355,,,0,True,0,./games/ESPORTSTMNT02_3211401_cleaned.json
PNG,15221,2867,0,1,3,2,3.0,28.953266666666668,0,867713,1542073,1615515,3924.0,True,1,./games/ESPORTSTMNT03_3179921_cleaned.json
KBM,-15221,-2867,0,0,1,0,0.3333333333333333,28.953266666666668,0,981727,,,0,False,0,./games/ESPORTSTMNT03_3179921_cleaned.json
RED,10183,2619,0,1,3,2,2.8333333333333335,28.412883333333333,0,959533,1634401,1651539,4393.0,False,1,./games/ESPORTSTMNT02_3231208_cleaned.json
ITZ,-10183,-2619,0,0,1,0,0.35294117647058826,28.412883333333333,0,1109808,,,0,True,0,./games/ESPORTSTMNT02_3231208_cleaned.json
LLL,13138,3960,0,2,4,1,2.4,29.624683333333333,0,733153,1375042,1389696,952.0,True,1,./games/ESPORTSTMNT03_3195284_cleaned.json
KBM,-13138,-3960,0,0,0,1,0.4166666666666667,29.624683333333333,0,987987,,,0,False,0,./games/ESPORTSTMNT03_3195284_cleaned.json
LLL,5094,-3062,0,2,4,1,1.5555555555555556,32.35743333333333,0,1325685,1694785,1913326,261.0,True,1,./games/ESPORTSTMNT02_3211413_cleaned.json
VKS,-5094,3062,0,0,1,1,0.6,32.35743333333333,1,795476,1699923,,0,False,0,./games/ESPORTSTMNT02_3211413_cleaned.json
RED,9641,1888,0,1,4,1,2.5714285714285716,27.827483333333333,0,630711,1599247,1638706,0,False,1,./games/ESPORTSTMNT01_3403796_cleaned.json
LBR,-9641,-1888,0,0,0,1,0.3888888888888889,27.827483333333333,0,1097185,,,0,True,0,./games/ESPORTSTMNT01_3403796_cleaned.json
VKS,11758,1674,0,2,4,2,2.5,35.02883333333333,0,945564,1957126,2050311,1177.0,False,1,./games/ESPORTSTMNT02_3226687_cleaned.json
FX,-11758,-1674,0,0,1,0,0.4,35.02883333333333,0,1109193,1980381,,0,True,0,./games/ESPORTSTMNT02_3226687_cleaned.json
PNG,7952,779,1,3,2,0,1.3571428571428572,42.49395,0,763299,2348208,2529884,-648.0,False,1,./games/ESPORTSTMNT02_3226839_cleaned.json
ITZ,-7952,-779,0,1,4,2,0.7368421052631579,42.49395,0,752959,1437382,,1728.0,True,0,./games/ESPORTSTMNT02_3226839_cleaned.json
RED,-546,-352,0,3,3,2,1.1538461538461537,45.201233333333334,0,951056,1567967,1883719,-273.0,False,1,./games/ESPORTSTMNT01_3367459_cleaned.json
FUR,546,352,0,1,2,0,0.8666666666666667,45.201233333333334,0,1012845,2451019,2599687,2167.0,True,0,./games/ESPORTSTMNT01_3367459_cleaned.json
PNG,6587,-632,0,2,4,2,1.7777777777777777,41.05466666666667,0,1040722,2033223,2428321,3801.0,False,1,./games/ESPORTSTMNT02_3218124_cleaned.json
FX,-6587,632,0,1,3,0,0.5625,41.05466666666667,2,1167389,1992060,1955068,901.0,True,0,./games/ESPORTSTMNT02_3218124_cleaned.json
FX,4914,-1881,0,1,3,0,2.1818181818181817,37.259483333333336,1,1141837,1567934,1959410,874.0,True,1,./games/ESPORTSTMNT02_3226692_cleaned.json
VKS,-4914,1881,0,1,2,2,0.4583333333333333,37.259483333333336,0,988441,,,316.0,False,0,./games/ESPORTSTMNT02_3226692_cleaned.json
FX,10257,1429,0,1,1,2,2.6,26.60365,0,847887,1416208,1470360,1753.0,True,1,./games/ESPORTSTMNT03_3197161_cleaned.json
LBR,-10257,-1429,0,0,2,0,0.38461538461538464,26.60365,1,895092,,,0,False,0,./games/ESPORTSTMNT03_3197161_cleaned.json
RED,7554,-390,0,1,0,1,1.4,27.525483333333334,0,972994,1444949,1431142,2560.0,True,1,./games/ESPORTSTMNT03_3179835_cleaned.json
VKS,-7554,390,0,0,3,1,0.7142857142857143,27.525483333333334,0,972221,,,0,False,0,./games/ESPORTSTMNT03_3179835_cleaned.json
LLL,4428,-772,0,3,4,2,1.1,50.527483333333336,0,969530,2075230,1994266,1746.0,True,1,./games/ESPORTSTMNT03_3181391_cleaned.json
PNG,-4428,772,1,1,3,0,0.9090909090909091,50.527483333333336,0,969232,2882303,2662722,106.0,False,0,./games/ESPORTSTMNT03_3181391_cleaned.json
LLL,9845,4214,0,1,2,2,3.5,30.064666666666668,0,742508,1652104,1751448,-382.0,True,1,./games/ESPORTSTMNT02_3230685_cleaned.json
PNG,-9845,-4214,0,0,2,0,0.2857142857142857,30.064666666666668,0,867076,1549754,,0,False,0,./games/ESPORTSTMNT02_3230685_cleaned.json
PNG,13064,1573,0,2,2,1,5.2,28.602083333333333,0,919921,1498521,1564715,1362.0,True,1,./games/ESPORTSTMNT03_3195074_cleaned.json
VKS,-13064,-1573,0,0,1,1,0.19230769230769232,28.602083333333333,0,954257,1032870,,0,False,0,./games/ESPORTSTMNT03_3195074_cleaned.json
PNG,14832,4548,0,1,3,2,3.3333333333333335,27.9075,0,810686,1205283,1513322,182.0,True,1,./games/ESPORTSTMNT03_3188628_cleaned.json
FUR,-14832,-4548,0,0,1,0,0.3,27.9075,0,1028135,,,0,False,0,./games/ESPORTSTMNT03_3188628_cleaned.json
LLL,9421,-1344,0,2,3,1,1.1666666666666667,33.284416666666665,0,860616,1623751,1976143,1862.0,False,1,./games/ESPORTSTMNT02_3227954_cleaned.json
RED,-9421,1344,0,0,2,1,0.8571428571428571,33.284416666666665,0,1015620,,,0,True,0,./games/ESPORTSTMNT02_3227954_cleaned.json
PNG,15009,3667,0,1,3,1,3.4,25.2146,0,790041,1391499,1481288,0,True,1,./games/ESPORTSTMNT03_3189125_cleaned.json
LOS,-15009,-3667,0,0,0,1,0.29411764705882354,25.2146,0,,,,0,False,0,./games/ESPORTSTMNT03_3189125_cleaned.json
VKS,11847,1259,0,1,3,1,6.0,23.691633333333332,1,897821,1342690,1380616,0,False,1,./games/ESPORTSTMNT01_3404220_cleaned.json
LBR,-11847,-1259,0,0,0,1,0.16666666666666666,23.691633333333332,0,1125437,,,0,True,0,./games/ESPORTSTMNT01_3404220_cleaned.json
FUR,8173,-452,0,3,4,2,1.8333333333333333,35.64393333333334,0,959920,1711883,2108470,-367.0,False,1,./games/ESPORTSTMNT03_3196246_cleaned.json
ITZ,-8173,452,0,0,2,0,0.5454545454545454,35.64393333333334,0,988317,1412557,,0,True,0,./games/ESPORTSTMNT03_3196246_cleaned.json
LLL,9656,523,0,1,4,2,1.8888888888888888,30.92435,0,1063939,1609202,1629131,0,False,1,./games/ESPORTSTMNT02_3218102_cleaned.json
FUR,-9656,-523,0,1,1,0,0.5294117647058824,30.92435,0,,,,-2113.0,True,0,./games/ESPORTSTMNT02_3218102_cleaned.json
LLL,7822,1551,0,1,2,2,3.25,24.149183333333333,0,955657,1380742,1398981,0,False,1,./games/ESPORTSTMNT04_2673610_cleaned.json
KBM,3478,-1630,0,0,1,1,1.105263157894737,34.74365,0,1013482,2056759,2065497,0,False,1,./games/ESPORTSTMNT03_3188997_cleaned.json
LBR,-3478,1630,0,1,4,1,0.9047619047619048,34.74365,1,1016148,1893633,,-2317.0,True,0,./games/ESPORTSTMNT03_3188997_cleaned.json
ITZ,8884,879,1,2,5,1,1.2857142857142858,34.10916666666667,0,1013570,1934631,1944702,3206.5,True,1,./games/ESPORTSTMNT02_3217150_cleaned.json
LOS,-8884,-879,0,0,0,1,0.7777777777777778,34.10916666666667,0,1066987,1837140,,0,False,0,./games/ESPORTSTMNT02_3217150_cleaned.json
RED,8400,804,0,2,4,1,1.6111111111111112,41.86893333333333,0,923335,2147414,2253386,-54.5,False,1,./games/ESPORTSTMNT02_3232204_cleaned.json
ITZ,-8400,-804,1,0,1,1,0.6206896551724138,41.86893333333333,0,948938,966978,,0,True,0,./games/ESPORTSTMNT02_3232204_cleaned.json
FX,3737,910,0,0,4,0,1.6666666666666667,39.277033333333335,1,1111349,1913539,2331028,0,True,1,./games/ESPORTSTMNT02_3225650_cleaned.json
VKS,-3737,-910,0,2,2,2,0.6,39.277033333333335,0,949438,1801687,,-852.5,False,0,./games/ESPORTSTMNT02_3225650_cleaned.json
LLL,10690,630,0,1,3,0,2.125,25.9567,0,927050,1380743,1526944,3809.0,False,1,./games/ESPORTSTMNT04_2674620_cleaned.json
ITZ,7938,2182,1,2,1,1,1.3888888888888888,42.40468333333333,0,931221,2099097,2129394,1291.0,True,1,./games/ESPORTSTMNT02_3230576_cleaned.json
VKS,-7938,-2182,0,1,4,1,0.72,42.40468333333333,0,922147,1936164,,-1517.0,False,0,./games/ESPORTSTMNT02_3230576_cleaned.json
LOS,4979,-2045,1,1,5,0,1.0625,34.31623333333334,0,892899,1962513,1974250,0,False,1,./games/ESPORTSTMNT01_3368381_cleaned.json
KBM,-4979,2045,0,1,0,2,0.9411764705882353,34.31623333333334,0,771241,1691370,,-243.0,True,0,./games/ESPORTSTMNT01_3368381_cleaned.json
ITZ,12648,4235,0,2,4,2,13.0,28.1408,0,860023,1578317,1442737,1612.0,True,1,./games/ESPORTSTMNT01_3375984_cleaned.json
VKS,-12648,-4235,0,0,0,0,0.07692307692307693,28.1408,0,922654,,,0,False,0,./games/ESPORTSTMNT01_3375984_cleaned.json
RED,14342,2024,0,2,3,1,3.25,33.886,0,772074,1644058,2014085,2070.0,False,1,./games/ESPORTSTMNT01_3407963_cleaned.json
LOS,-14342,-2024,0,0,2,1,0.3076923076923077,33.886,0,1035721,,,0,True,0,./games/ESPORTSTMNT01_3407963_cleaned.json
LLL,10831,-2311,0,2,1,0,1.4545454545454546,30.078733333333332,0,1097460,1774810,1784548,3282.5,True,1,./games/ESPORTSTMNT02_3226983_cleaned.json
RED,-10831,2311,0,0,3,2,0.6875,30.078733333333332,0,830657,,,0,False,0,./games/ESPORTSTMNT02_3226983_cleaned.json
PNG,12158,929,0,1,3,0,14.0,25.8346,1,1039656,1508554,1524191,0,False,1,./games/ESPORTSTMNT02_3217378_cleaned.json
LBR,-12158,-929,0,0,1,2,0.07142857142857142,25.8346,0,1309499,,,0,True,0,./games/ESPORTSTMNT02_3217378_cleaned.json
RED,6423,1196,2,2,2,1,0.78125,44.3922,0,1074210,1483071,2319232,514.5,True,1,./games/ESPORTSTMNT02_3210486_cleaned.json
LBR,-6423,-1196,1,1,5,1,1.28,44.3922,0,1009387,1566004,2595154,-542.0,False,0,./games/ESPORTSTMNT02_3210486_cleaned.json
FX,3981,-986,0,1,4,0,1.6363636363636365,30.187633333333334,0,854086,1741132,1750206,0,True,1,./games/ESPORTSTMNT01_3367751_cleaned.json
LLL,-3981,986,0,1,0,2,0.6111111111111112,30.187633333333334,0,590683,1756413,1321139,-1724.0,False,0,./games/ESPORTSTMNT01_3367751_cleaned.json
VKS,10728,-1050,0,1,3,0,1.9230769230769231,28.171766666666667,0,1193227,1623600,1677606,4185.0,True,1,./games/ESPORTSTMNT02_3210287_cleaned.json
LOS,-10728,1050,0,0,0,2,0.52,28.171766666666667,0,977622,1367517,,0,False,0,./games/ESPORTSTMNT02_3210287_cleaned.json
ITZ,8445,4059,0,3,3,2,2.090909090909091,37.164833333333334,0,968508,1383133,1727381,-704.5,True,1,./games/ESPORTSTMNT03_3179855_cleaned.json
FX,-8445,-4059,0,0,3,0,0.4782608695652174,37.164833333333334,0,964099,1910208,1940297,0,False,0,./games/ESPORTSTMNT03_3179855_cleaned.json
PNG,11604,1315,0,4,4,0,0.95,44.31196666666666,0,893323,2281346,2370326,344.0,True,1,./games/ESPORTSTMNT01_3410246_cleaned.json
KBM,-11604,-1315,0,0,3,2,1.0526315789473684,44.31196666666666,0,1182000,,,0,False,0,./games/ESPORTSTMNT01_3410246_cleaned.json
FX,4610,449,0,1,4,0,2.3333333333333335,27.4484,0,887346,1596518,1605122,0,True,1,./games/ESPORTSTMNT01_3380510_cleaned.json
RED,-4610,-449,0,0,0,2,0.42857142857142855,27.4484,0,566165,,,0,False,0,./games/ESPORTSTMNT01_3380510_cleaned.json
FX,7688,-2293,0,2,3,1,1.6666666666666667,34.6887,0,1118802,1849359,2004268,1567.5,True,1,./games/ESPORTSTMNT03_3182244_cleaned.json
VKS,-7688,2293,0,0,2,1,0.6,34.6887,1,805401,1229080,,0,False,0,./games/ESPORTSTMNT03_3182244_cleaned.json
VKS,11366,-1663,0,2,3,1,1.8333333333333333,35.23693333333333,0,1096943,1788495,2088882,2176.0,False,1,./games/ESPORTSTMNT03_3186730_cleaned.json
KBM,-11366,1663,0,0,2,1,0.5454545454545454,35.23693333333333,0,953806,,,0,True,0,./games/ESPORTSTMNT03_3186730_cleaned.json
ITZ,8206,4306,0,1,4,2,2.8333333333333335,38.69538333333333,0,765335,1983205,2303872,1397.0,True,1,./games/ESPORTSTMNT01_3380451_cleaned.json
KBM,-8206,-4306,0,1,2,0,0.35294117647058826,38.69538333333333,0,893904,1208616,,-1191.0,False,0,./games/ESPORTSTMNT01_3380451_cleaned.json
VKS,9890,2281,0,0,2,2,1.9,30.176116666666665,0,1195970,1558512,1791486,0,True,1,./games/ESPORTSTMNT01_3367727_cleaned.json
