team,gold_diff,gold_diff_14min,elder_dragon_kills,baron_kills,dragon_kills,herald_kills,team_KD_ratio,game_length,objectives_stolen_away,first_turret_kill,second_turret_kill,third_turret_kill,baron_powerplay,first_blood,result,file_name
EST,1420,2551,0,1,2,1,0.7727272727272727,36.54501666666667,0,921068,1840808,,-104.0,True,0,./games/ESPORTSTMNT01_3412584_cleaned.json
R7,3480,-210,0,1,3,1,1.2142857142857142,37.6336,0,1274805,2227975,2238373,0,False,1,./games/ESPORTSTMNT04_2691209_cleaned.json
INF,-3480,210,0,2,2,1,0.8235294117647058,37.6336,0,1011470,2058287,1974939,1365.5,True,0,./games/ESPORTSTMNT04_2691209_cleaned.json
R7,-16072,-3961,0,0,1,0,0.18181818181818182,23.308733333333333,0,1088547,,,0,False,0,./games/ESPORTSTMNT04_2673677_cleaned.json
R7,13776,-361,0,1,3,1,6.0,31.648583333333335,0,987318,1382239,1866212,0,True,1,./games/ESPORTSTMNT01_3416593_cleaned.json
EST,-13776,361,0,1,1,1,0.16666666666666666,31.648583333333335,0,1346527,,,-2673.0,False,0,./games/ESPORTSTMNT01_3416593_cleaned.json
R7,10256,892,0,1,3,0,1.5555555555555556,28.116316666666666,0,904762,1542415,1666074,1562.0,True,1,./games/ESPORTSTMNT03_3167486_cleaned.json
6K,-10256,-892,0,0,1,2,0.6428571428571429,28.116316666666666,0,923449,,,0,False,0,./games/ESPORTSTMNT03_3167486_cleaned.json
AK,-4098,3761,0,1,1,2,0.84,40.90938333333333,0,892430,1684516,1699493,0,False,1,./games/ESPORTSTMNT01_3383580_cleaned.json
6K,4098,-3761,0,2,4,0,1.1904761904761905,40.90938333333333,0,892794,2062701,2116147,81.0,True,0,./games/ESPORTSTMNT01_3383580_cleaned.json
EST,10412,3490,0,2,2,2,1.5454545454545454,33.47155,0,854009,1790108,1957373,849.0,True,1,./games/ESPORTSTMNT01_3414647_cleaned.json
6K,-10412,-3490,0,0,3,0,0.6470588235294118,33.47155,0,1030827,1337949,,0,False,0,./games/ESPORTSTMNT01_3414647_cleaned.json
ISG,8897,-888,0,1,3,1,2.2857142857142856,34.53013333333333,0,892362,1901156,2051100,0,True,1,./games/ESPORTSTMNT02_3215003_cleaned.json
LEV,-8897,888,0,0,2,1,0.4375,34.53013333333333,0,719400,1760311,,0,False,0,./games/ESPORTSTMNT02_3215003_cleaned.json
6K,-775,1475,0,0,4,1,1.263157894736842,40.14275,0,809700,951287,1807386,0,True,1,./games/ESPORTSTMNT01_3415618_cleaned.json
EST,775,-1475,0,3,1,1,0.7916666666666666,40.14275,0,795094,2386050,2331508,1652.5,False,0,./games/ESPORTSTMNT01_3415618_cleaned.json
AZE,9618,1301,0,1,3,2,1.9,32.90465,0,889413,1779776,1815030,2407.0,False,1,./games/ESPORTSTMNT01_3405863_cleaned.json
ISG,-9618,-1301,0,0,2,0,0.5263157894736842,32.90465,0,892183,1450538,,0,True,0,./games/ESPORTSTMNT01_3405863_cleaned.json
ISG,17509,5267,0,1,3,2,7.333333333333333,25.194983333333333,0,1037556,1411027,1487928,0,True,1,./games/ESPORTSTMNT03_3194265_cleaned.json
AK,-17509,-5267,0,0,0,0,0.13636363636363635,25.194983333333333,0,,,,0,False,0,./games/ESPORTSTMNT03_3194265_cleaned.json
AK,-3005,-3507,0,1,3,0,0.48148148148148145,41.609383333333334,0,1792078,2470233,2475269,0,False,1,./games/ESPORTSTMNT02_3217700_cleaned.json
LEV,3005,3507,0,1,4,2,2.076923076923077,41.609383333333334,0,858755,2042906,2367783,1577.0,True,0,./games/ESPORTSTMNT02_3217700_cleaned.json
INF,8274,1107,0,0,4,1,4.5,29.515233333333335,2,902556,1405721,1612455,0,True,1,./games/ESPORTSTMNT02_3218641_cleaned.json
R7,-8274,-1107,0,2,0,1,0.2222222222222222,29.515233333333335,0,1363060,,,-3234.0,False,0,./games/ESPORTSTMNT02_3218641_cleaned.json
6K,13067,2319,0,1,2,2,3.0,26.764883333333334,0,934428,1513142,1557717,0,True,1,./games/ESPORTSTMNT01_3371877_cleaned.json
LEV,-13067,-2319,0,0,1,0,0.3333333333333333,26.764883333333334,0,,,,0,False,0,./games/ESPORTSTMNT01_3371877_cleaned.json
EST,14291,382,0,2,4,1,2.8,29.272033333333333,0,982925,1435615,1736170,1990.0,False,1,./games/ESPORTSTMNT02_3219246_cleaned.json
AZE,-14291,-382,0,0,0,1,0.35714285714285715,29.272033333333333,0,,,,0,True,0,./games/ESPORTSTMNT02_3219246_cleaned.json
6K,8554,-1760,0,1,3,0,1.3333333333333333,31.99135,0,1014218,1901064,1808822,2651.0,False,1,./games/ESPORTSTMNT02_3217813_cleaned.json
ISG,-8554,1760,0,0,1,2,0.75,31.99135,0,1001123,,,0,True,0,./games/ESPORTSTMNT02_3217813_cleaned.json
R7,-17330,-5104,0,0,0,1,0.13636363636363635,26.462333333333333,0,1491834,,,0,False,0,./games/ESPORTSTMNT04_2675477_cleaned.json
6K,13749,2535,0,1,2,2,2.4,29.06555,0,955846,1661577,1703368,0,False,1,./games/ESPORTSTMNT01_3411861_cleaned.json
ISG,-13749,-2535,0,0,1,0,0.4166666666666667,29.06555,0,1127653,,,0,True,0,./games/ESPORTSTMNT01_3411861_cleaned.json
EST,15196,3424,0,2,4,1,3.6,29.334366666666668,0,809403,1579834,1733306,987.0,True,1,./games/ESPORTSTMNT03_3185658_cleaned.json
LEV,-15196,-3424,0,0,0,1,0.2222222222222222,29.334366666666668,0,928146,,,0,False,0,./games/ESPORTSTMNT03_3185658_cleaned.json
6K,9810,-620,1,1,5,1,1.8666666666666667,36.30128333333333,0,1071379,1851532,1957026,1558.0,True,1,./games/ESPORTSTMNT03_3167487_cleaned.json
R7,-9810,620,0,1,1,1,0.5357142857142857,36.30128333333333,1,952289,1850636,,-1864.0,False,0,./games/ESPORTSTMNT03_3167487_cleaned.json
6K,6940,620,0,1,4,2,1.3888888888888888,38.67265,0,866006,1568980,2053417,1000.0,True,1,./games/ESPORTSTMNT03_3185277_cleaned.json
INF,-6940,-620,0,1,2,0,0.72,38.67265,0,950032,2043583,,-469.0,False,0,./games/ESPORTSTMNT03_3185277_cleaned.json
R7,5722,-552,0,1,4,1,1.5833333333333333,37.357033333333334,0,1177489,1540788,2217213,1609.0,True,1,./games/ESPORTSTMNT01_3410680_cleaned.json
EST,-5722,552,0,1,2,1,0.631578947368421,37.357033333333334,1,1170048,1671272,,3752.0,False,0,./games/ESPORTSTMNT01_3410680_cleaned.json
AZE,10284,4577,0,1,3,1,8.0,22.731683333333333,0,798866,1334127,1336757,0,True,1,./games/ESPORTSTMNT03_3185300_cleaned.json
AK,-10284,-4577,0,0,0,1,0.125,22.731683333333333,0,1068843,,,0,False,0,./games/ESPORTSTMNT03_3185300_cleaned.json
R7,12659,16,0,1,2,0,1.9285714285714286,29.94025,1,1010531,1673386,1700826,849.0,False,1,./games/ESPORTSTMNT01_3371906_cleaned.json
AK,-12659,-16,0,0,2,2,0.5185185185185185,29.94025,0,860484,,,0,True,0,./games/ESPORTSTMNT01_3371906_cleaned.json
EST,6612,56,0,0,2,0,1.2857142857142858,29.97845,0,891359,1762144,1768571,0,False,1,./games/ESPORTSTMNT02_3218737_cleaned.json
AZE,-6612,-56,0,0,2,2,0.7777777777777778,29.97845,0,,,,0,True,0,./games/ESPORTSTMNT02_3218737_cleaned.json
AZE,11371,-1847,0,2,3,0,2.875,33.62725,0,952427,1971453,1987251,2612.0,False,1,./games/ESPORTSTMNT03_3166557_cleaned.json
LEV,-11371,1847,0,0,2,2,0.34782608695652173,33.62725,0,934220,,,0,True,0,./games/ESPORTSTMNT03_3166557_cleaned.json
EST,14714,2289,0,1,3,2,3.625,24.645783333333334,0,914872,1406232,1254046,0,True,1,./games/ESPORTSTMNT01_3401235_cleaned.json
6K,-14714,-2289,0,0,0,0,0.27586206896551724,24.645783333333334,0,,,,0,False,0,./games/ESPORTSTMNT01_3401235_cleaned.json
R7,10387,328,0,0,4,1,2.5,39.00575,0,868435,2210763,2320448,0,True,1,./games/ESPORTSTMNT02_3214320_cleaned.json
EST,-10387,-328,0,1,1,1,0.4,39.00575,0,1257026,,,258.0,False,0,./games/ESPORTSTMNT02_3214320_cleaned.json
EST,5615,549,1,2,4,1,1.3043478260869565,52.95786666666667,1,897129,2258414,2001608,3174.0,True,1,./games/ESPORTSTMNT01_3401232_cleaned.json
6K,-5615,-549,0,3,4,1,0.7666666666666667,52.95786666666667,0,1000329,2635136,2620561,-608.6666666666666,False,0,./games/ESPORTSTMNT01_3401232_cleaned.json
R7,8136,540,0,0,4,1,1.6666666666666667,32.69546666666667,0,1109853,1930616,1939081,0,False,1,./games/ESPORTSTMNT03_3183712_cleaned.json
ISG,-8136,-540,0,0,1,1,0.6,32.69546666666667,0,1069340,,,0,True,0,./games/ESPORTSTMNT03_3183712_cleaned.json
R7,11749,3222,0,1,2,2,3.4285714285714284,27.538066666666666,0,742663,1428785,1437752,0,True,1,./games/ESPORTSTMNT01_3411656_cleaned.json
EST,-11749,-3222,0,0,2,0,0.2916666666666667,27.538066666666666,0,919155,,,0,False,0,./games/ESPORTSTMNT01_3411656_cleaned.json
EST,14871,2310,0,1,2,0,2.0,27.7076,0,925884,1594855,1614030,3959.0,False,1,./games/ESPORTSTMNT03_3165917_cleaned.json
AK,-14871,-2310,0,0,1,2,0.5,27.7076,0,,,,0,True,0,./games/ESPORTSTMNT03_3165917_cleaned.json
6K,13155,3195,0,1,4,2,7.5,26.8697,0,924032,1549136,1570232,475.0,True,1,./games/ESPORTSTMNT01_3369886_cleaned.json
LEV,-13155,-3195,0,0,0,0,0.13333333333333333,26.8697,0,874768,,,0,False,0,./games/ESPORTSTMNT01_3369886_cleaned.json
ISG,8642,-189,0,1,2,0,2.125,28.984816666666667,0,1158112,1604258,1708575,2627.0,False,1,./games/ESPORTSTMNT01_3411864_cleaned.json
6K,-8642,189,0,0,2,2,0.47058823529411764,28.984816666666667,0,928606,,,0,True,0,./games/ESPORTSTMNT01_3411864_cleaned.json
EST,8753,5699,0,0,3,2,1.4,23.227116666666667,0,744118,1073074,1365703,0,True,1,./games/ESPORTSTMNT01_3401230_cleaned.json
6K,-8753,-5699,0,0,0,0,0.7142857142857143,23.227116666666667,0,933798,,,0,False,0,./games/ESPORTSTMNT01_3401230_cleaned.json
EST,9821,927,0,1,2,2,1.6,26.6467,0,875984,1537776,1561653,344.0,False,1,./games/ESPORTSTMNT03_3185639_cleaned.json
LEV,-9821,-927,0,0,1,0,0.625,26.6467,0,1069437,1398194,,0,True,0,./games/ESPORTSTMNT03_3185639_cleaned.json
R7,6690,-926,1,2,5,1,1.173913043478261,48.3775,1,1221079,2167256,2742063,-119.5,False,1,./games/ESPORTSTMNT03_3193374_cleaned.json
AZE,-6690,926,0,1,3,1,0.8518518518518519,48.3775,1,1166693,2686900,2697935,617.0,True,0,./games/ESPORTSTMNT03_3193374_cleaned.json
EST,15901,3858,0,1,2,2,2.6666666666666665,26.494366666666668,0,737004,1229733,1525219,4236.0,False,1,./games/ESPORTSTMNT03_3167771_cleaned.json
AK,-15901,-3858,0,0,0,0,0.3125,26.494366666666668,0,1084429,,,0,True,0,./games/ESPORTSTMNT03_3167771_cleaned.json
EST,9845,5894,0,1,3,2,1.7,23.84515,0,793402,1392837,1401609,0,False,1,./games/ESPORTSTMNT01_3411653_cleaned.json
R7,-9845,-5894,0,0,0,0,0.5882352941176471,23.84515,0,909984,,,0,True,0,./games/ESPORTSTMNT01_3411653_cleaned.json
ISG,9333,-2191,0,1,2,1,6.5,24.773433333333333,0,946175,1450365,1464249,0,False,1,./games/ESPORTSTMNT01_3407154_cleaned.json
INF,-9333,2191,0,0,1,1,0.15384615384615385,24.773433333333333,0,800466,,,0,True,0,./games/ESPORTSTMNT01_3407154_cleaned.json
ISG,10419,1471,0,1,3,0,2.111111111111111,30.39131666666667,1,856810,1737893,1795709,0,True,1,./games/ESPORTSTMNT01_3409059_cleaned.json
INF,-10419,-1471,0,0,1,2,0.47368421052631576,30.39131666666667,0,1074491,,,0,False,0,./games/ESPORTSTMNT01_3409059_cleaned.json
R7,393,1675,0,0,4,0,1.0454545454545454,35.59193333333333,1,1038251,1818560,2099980,0,True,1,./games/ESPORTSTMNT04_2674592_cleaned.json
INF,9509,-522,0,1,3,1,2.2,36.69975,0,885080,1901196,1899366,223.0,False,1,./games/ESPORTSTMNT01_3374519_cleaned.json
AZE,-9509,522,0,0,1,1,0.45454545454545453,36.69975,0,1510979,,,0,True,0,./games/ESPORTSTMNT01_3374519_cleaned.json
ISG,12884,3390,0,1,2,1,2.875,25.637316666666667,0,966428,1477200,1512176,0,True,1,./games/ESPORTSTMNT01_3411862_cleaned.json
6K,-12884,-3390,0,0,1,1,0.34782608695652173,25.637316666666667,0,1410487,,,0,False,0,./games/ESPORTSTMNT01_3411862_cleaned.json
6K,8484,482,0,2,3,2,1.5454545454545454,41.5025,1,1001107,1701805,2407582,2011.0,False,1,./games/ESPORTSTMNT01_3383590_cleaned.json
AK,-8484,-482,0,1,3,0,0.6470588235294118,41.5025,1,1016013,1898630,1955843,-1531.0,True,0,./games/ESPORTSTMNT01_3383590_cleaned.json
6K,11873,1669,1,2,5,1,3.1666666666666665,32.053216666666664,0,667119,1606236,1887020,1705.0,True,1,./games/ESPORTSTMNT01_3403203_cleaned.json
EST,-11873,-1669,0,0,0,1,0.3157894736842105,32.053216666666664,0,896066,1608171,,0,False,0,./games/ESPORTSTMNT01_3403203_cleaned.json
6K,10601,1843,0,0,2,2,3.142857142857143,30.015366666666665,0,804663,1363125,1774869,0,True,1,./games/ESPORTSTMNT01_3411865_cleaned.json
ISG,-10601,-1843,0,0,1,0,0.3181818181818182,30.015366666666665,0,1075104,,,0,False,0,./games/ESPORTSTMNT01_3411865_cleaned.json
6K,9937,920,0,2,3,1,1.8461538461538463,37.57248333333333,0,891909,1724398,2017577,2574.0,False,1,./games/ESPORTSTMNT01_3413702_cleaned.json
EST,-9937,-920,0,1,3,1,0.5416666666666666,37.57248333333333,0,905857,2180068,,1230.0,True,0,./games/ESPORTSTMNT01_3413702_cleaned.json
6K,18616,3427,0,2,4,1,3.75,30.256933333333333,0,958258,1463379,1787156,2343.0,True,1,./games/ESPORTSTMNT01_3383568_cleaned.json
AK,-18616,-3427,0,0,0,1,0.26666666666666666,30.256933333333333,0,,,,0,False,0,./games/ESPORTSTMNT01_3383568_cleaned.json
AZE,11223,2924,0,1,3,1,9.0,37.4171,1,1002366,2193978,2202929,4227.0,True,1,./games/ESPORTSTMNT03_3167491_cleaned.json
LEV,-11223,-2924,0,0,3,1,0.1111111111111111,37.4171,0,1110019,,,0,False,0,./games/ESPORTSTMNT03_3167491_cleaned.json
6K,13307,2814,0,1,3,1,3.0,23.650083333333335,1,1062631,1347182,1362059,0,True,1,./games/ESPORTSTMNT02_3217810_cleaned.json
ISG,-13307,-2814,0,0,0,1,0.3333333333333333,23.650083333333335,0,1288423,,,0,False,0,./games/ESPORTSTMNT02_3217810_cleaned.json
INF,16207,5428,0,1,2,0,2.875,28.6445,0,866365,1398089,1683265,1810.0,True,1,./games/ESPORTSTMNT02_3212977_cleaned.json
AK,-16207,-5428,0,0,1,2,0.34782608695652173,28.6445,0,1082118,,,0,False,0,./games/ESPORTSTMNT02_3212977_cleaned.json
INF,12798,5261,0,1,2,1,3.0,27.613916666666668,0,859125,1379979,1422358,-922.0,True,1,./games/ESPORTSTMNT02_3212988_cleaned.json
AK,-12798,-5261,0,0,1,1,0.3333333333333333,27.613916666666668,0,,,,0,False,0,./games/ESPORTSTMNT02_3212988_cleaned.json
R7,11771,1397,0,1,4,0,6.5,32.00898333333333,0,900070,1719738,1749476,1018.0,True,1,./games/ESPORTSTMNT01_3418462_cleaned.json
EST,-11771,-1397,0,0,0,2,0.15384615384615385,32.00898333333333,0,1098945,,,0,False,0,./games/ESPORTSTMNT01_3418462_cleaned.json
6K,11447,1300,0,2,3,1,1.4444444444444444,37.7196,0,913419,1872661,2173980,3952.0,False,1,./games/ESPORTSTMNT02_3215282_cleaned.json
AZE,-11447,-1300,0,0,2,1,0.6923076923076923,37.7196,0,1067061,,,0,True,0,./games/ESPORTSTMNT02_3215282_cleaned.json
R7,13932,2829,0,1,2,2,3.25,28.893983333333335,0,791943,1533610,1701226,0,False,1,./games/ESPORTSTMNT01_3384977_cleaned.json
LEV,-13932,-2829,0,0,2,0,0.3076923076923077,28.893983333333335,0,925506,,,0,True,0,./games/ESPORTSTMNT01_3384977_cleaned.json
AZE,10869,2213,1,1,5,1,3.2,33.46366666666667,0,1115101,1953796,1969446,0,True,1,./games/ESPORTSTMNT01_3386016_cleaned.json
ISG,-10869,-2213,0,1,0,1,0.3125,33.46366666666667,0,1162533,1840294,,300.0,False,0,./games/ESPORTSTMNT01_3386016_cleaned.json
INF,7998,665,0,1,2,2,1.0,30.211933333333334,0,1066617,1668017,1524376,2197.0,False,1,./games/ESPORTSTMNT03_3167768_cleaned.json
ISG,-7998,-665,0,0,1,0,0.9333333333333333,30.211933333333334,1,1164905,,,0,True,0,./games/ESPORTSTMNT03_3167768_cleaned.json
EST,10043,-1373,0,2,2,0,1.625,34.68293333333333,0,952022,1566641,1866693,1260.0,False,1,./games/ESPORTSTMNT03_3193005_cleaned.json
6K,-10043,1373,0,0,2,2,0.6153846153846154,34.68293333333333,0,885022,1194008,,0,True,0,./games/ESPORTSTMNT03_3193005_cleaned.json
AK,4329,-614,0,1,4,1,2.857142857142857,28.230433333333334,0,983142,1531209,1572450,1865.0,True,1,./games/ESPORTSTMNT02_3217695_cleaned.json
LEV,-4329,614,0,0,0,1,0.35,28.230433333333334,0,861491,,,0,False,0,./games/ESPORTSTMNT02_3217695_cleaned.json
INF,9164,-1314,0,2,3,2,1.6666666666666667,36.35816666666667,0,1011278,2118691,2154549,1846.0,False,1,./games/ESPORTSTMNT03_3191955_cleaned.json
LEV,-9164,1314,0,0,3,0,0.6,36.35816666666667,0,988845,,,0,True,0,./games/ESPORTSTMNT03_3191955_cleaned.json
R7,-14652,-6839,0,1,0,0,0.4,23.63595,0,,,,0,True,0,./games/ESPORTSTMNT04_2675493_cleaned.json
R7,5742,1309,0,1,2,1,1.3076923076923077,31.2461,0,957939,1678559,1839974,158.0,True,1,./games/ESPORTSTMNT03_3167489_cleaned.json
6K,-5742,-1309,0,0,2,1,0.7647058823529411,31.2461,1,974520,,,0,False,0,./games/ESPORTSTMNT03_3167489_cleaned.json
ISG,9382,510,0,2,2,2,1.8888888888888888,35.38046666666666,0,886618,1743968,2076340,1581.0,False,1,./games/ESPORTSTMNT01_3408097_cleaned.json
INF,-9382,-510,0,0,3,0,0.5294117647058824,35.38046666666666,0,891648,917483,,0,True,0,./games/ESPORTSTMNT01_3408097_cleaned.json
6K,10527,165,0,1,4,1,3.3333333333333335,26.972666666666665,0,1030717,1558040,1603341,2390.0,True,1,./games/ESPORTSTMNT02_3215276_cleaned.json
AZE,-10527,-165,0,0,0,1,0.3,26.972666666666665,1,851481,1454463,,0,False,0,./games/ESPORTSTMNT02_3215276_cleaned.json
INF,8436,2734,1,0,5,0,2.0,34.2912,0,887840,1711844,1866614,0,False,1,./games/ESPORTSTMNT01_3407159_cleaned.json
ISG,-8436,-2734,0,1,0,2,0.5,34.2912,0,900283,1172498,,-2119.0,True,0,./games/ESPORTSTMNT01_3407159_cleaned.json
EST,4569,-1103,0,2,3,1,1.4,35.60803333333333,0,969892,2102130,2109207,1048.0,False,1,./games/ESPORTSTMNT01_3415616_cleaned.json
6K,-4569,1103,0,1,2,1,0.7142857142857143,35.60803333333333,0,874085,1323585,1377556,779.0,True,0,./games/ESPORTSTMNT01_3415616_cleaned.json
INF,13370,-1320,0,2,1,0,2.0714285714285716,29.97586666666667,0,896438,1538342,1609002,2821.0,False,1,./games/ESPORTSTMNT03_3167769_cleaned.json
ISG,-13370,1320,0,0,2,2,0.4827586206896552,29.97586666666667,0,947704,,,0,True,0,./games/ESPORTSTMNT03_3167769_cleaned.json
